"Dimension_1","Dimension_2","Dimension_3","Cluster","id_fila_original","Month","Day"
-1.56508138379283,-0.930242492351994,-0.74882445533507,"Cluster_3",144,"Septiembre",21
-1.21697133909501,1.80333337286705,-0.0597469778365277,"Cluster_2",145,"Septiembre",22
-0.0964810716749162,0.444173853996788,0.44976140090958,"Cluster_2",146,"Septiembre",23
-1.69848354074242,1.2849182211502,-0.160940185432851,"Cluster_2",147,"Septiembre",24
-2.90507022836506,0.748350504081675,0.707744474783322,"Cluster_2",148,"Septiembre",25
-0.206107220557694,0.2995032358759,-1.18332323044792,"Cluster_3",149,"Septiembre",26
-0.816793774555827,-0.00980376722977538,0.673083648476506,"Cluster_2",150,"Septiembre",27
-1.29173254788015,-0.640732496229747,0.529041331944309,"Cluster_3",151,"Septiembre",28
-0.457975406580274,0.789202430944301,-0.354654724698649,"Cluster_2",152,"Septiembre",29
-1.08007900711289,-0.616432457677952,-0.597125984335716,"Cluster_3",153,"Septiembre",30
