"muestra","Dim1_2D","Dim2_2D","Cluster_2D","Dim1_3D","Dim2_3D","Dim3_3D","Cluster_3D","Status"
21,1.33472668909501,-1.22815266516949,"1",1.33472668909501,-1.22815266516949,-1.21869320732583,"1","C"
22,-2.3323672076725,-1.55693677206425,"2",-2.3323672076725,-1.55693677206425,-0.21736923287146,"2","D"
23,-6.2353614297462,0.819185155819502,"3",-6.2353614297462,0.819185155819502,-1.42366223422122,"3","D"
24,0.200790355929643,1.97069680063053,"1",0.200790355929643,1.97069680063053,-0.35305755469975,"1","D"
25,2.47379732152741,0.406074899196056,"1",2.47379732152741,0.406074899196056,-0.0670895505999666,"1","C"
26,-0.759775212573554,3.03683751237131,"3",-0.759775212573554,3.03683751237131,0.37661200031389,"3","D"
27,-4.1395562325262,-1.18353549311639,"2",-4.1395562325262,-1.18353549311639,-0.640216982666317,"2","D"
28,-4.17799721825314,-0.576132219428023,"2",-4.17799721825314,-0.576132219428023,0.120941071443542,"2","D"
29,2.31709314344677,0.88201841001893,"1",2.31709314344677,0.88201841001893,-2.56051156201391,"1","C"
30,-2.55878039670858,-0.642627394281247,"2",-2.55878039670858,-0.642627394281247,-0.914510547056543,"2","D"
31,0.0971676663659458,1.83945496060619,"1",0.0971676663659458,1.83945496060619,-1.53430904377228,"1","D"
32,0.434772826591015,0.446493824715279,"1",0.434772826591015,0.446493824715279,-2.87517526724414,"1","C"
33,-0.356960775138246,-0.83825411626333,"2",-0.356960775138246,-0.83825411626333,0.121722572904461,"2","D"
34,1.69609338134372,0.43318131756836,"1",1.69609338134372,0.43318131756836,0.169262053883386,"1","C"
35,-0.182073227808147,2.02902844967446,"3",-0.182073227808147,2.02902844967446,-4.15173017361747,"3","D"
36,2.11051695882042,-0.614788053085776,"1",2.11051695882042,-0.614788053085776,-0.575071811543312,"1","C"
37,-3.1538346674702,-1.24650169982099,"2",-3.1538346674702,-1.24650169982099,-1.11904937111776,"2","D"
38,0.1335270032323,0.0230518232600156,"1",0.1335270032323,0.0230518232600156,0.611688448194148,"1","D"
39,0.289010356702356,1.06525157009732,"1",0.289010356702356,1.06525157009732,-3.38683288031239,"1","D"
40,0.376307863393744,1.35045107120135,"1",0.376307863393744,1.35045107120135,-3.58061848289466,"1","C"
41,-1.29862823899035,-0.349830476904257,"2",-1.29862823899035,-0.349830476904257,1.01186552336874,"2","D"
42,0.845296987200434,1.40400896649538,"1",0.845296987200434,1.40400896649538,-2.70264821269401,"1","C"
43,2.02218848235506,0.467252986508196,"1",2.02218848235506,0.467252986508196,-1.48215368270727,"1","C"
44,0.52764939861054,-0.440797625985235,"1",0.52764939861054,-0.440797625985235,0.435745168642941,"1","D"
45,2.73203047597418,1.42188610802257,"1",2.73203047597418,1.42188610802257,-0.871165765398332,"1","C"
46,-1.86219161334996,2.49041798232577,"3",-1.86219161334996,2.49041798232577,-3.92361264406189,"3","D"
47,1.02579333681443,0.619619739431824,"1",1.02579333681443,0.619619739431824,0.651665857871484,"1","C"
48,-0.705899449122186,1.74564946810715,"3",-0.705899449122186,1.74564946810715,-3.12499816483938,"3","C"
49,-0.0257091691556961,-1.52042647315132,"2",-0.0257091691556961,-1.52042647315132,0.153032428094987,"2","D"
50,0.386247776333747,-1.75898534397231,"2",0.386247776333747,-1.75898534397231,0.375802254050772,"2","D"
51,1.52928655397804,0.622671751688894,"1",1.52928655397804,0.622671751688894,-1.40654318474467,"1","D"
52,-0.0679337649265808,2.47512657753153,"3",-0.0679337649265808,2.47512657753153,-0.350401251482301,"3","D"
53,-0.990365675556459,-1.43000018593327,"2",-0.990365675556459,-1.43000018593327,-2.10681700403049,"2","D"
54,-0.97376224519103,0.0537920035317243,"2",-0.97376224519103,0.0537920035317243,-1.20274792223379,"2","D"
55,-0.680778049344161,0.730991679120665,"1",-0.680778049344161,0.730991679120665,-3.33413472524588,"3","D"
56,-0.160370967811119,4.13930722172014,"3",-0.160370967811119,4.13930722172014,-3.67608552958639,"3","D"
57,-1.00686869140744,0.192935693675119,"2",-1.00686869140744,0.192935693675119,-3.79238930811868,"2","D"
58,2.7388032971003,1.28585956335685,"1",2.7388032971003,1.28585956335685,-1.82795308942974,"1","C"
59,0.473773279539326,1.23083429571257,"1",0.473773279539326,1.23083429571257,-1.3446417242126,"1","D"
60,1.34897159708026,-0.323951877027958,"1",1.34897159708026,-0.323951877027958,-0.280490574688813,"1","C"
61,2.04877876962471,0.0136854727485514,"1",2.04877876962471,0.0136854727485514,-0.99463795832354,"1","C"
62,-0.336448227429794,-1.82466205610741,"2",-0.336448227429794,-1.82466205610741,-1.96208560519011,"2","D"
63,-4.3303676716987,2.03160856027475,"3",-4.3303676716987,2.03160856027475,0.786510168823243,"3","D"
64,-0.551089864989333,-0.739088310242095,"2",-0.551089864989333,-0.739088310242095,0.0481237826099396,"2","D"
65,2.40941518910785,1.71611295947183,"1",2.40941518910785,1.71611295947183,0.199925601488782,"1","C"
66,0.214171224377717,0.40127181547807,"1",0.214171224377717,0.40127181547807,0.108958866576265,"1","D"
67,-0.412957003494272,1.65609541628854,"3",-0.412957003494272,1.65609541628854,1.18223112205212,"3","D"
68,2.49688152325427,-0.326413200328264,"1",2.49688152325427,-0.326413200328264,0.622704872236201,"1","C"
69,-3.79755265290389,1.46586291263597,"3",-3.79755265290389,1.46586291263597,0.099298122930228,"3","D"
70,2.89305054952416,0.0588660308720938,"1",2.89305054952416,0.0588660308720938,-0.407575399804995,"1","C"
71,1.02767595073874,0.0571881760064518,"1",1.02767595073874,0.0571881760064518,-1.11380647403938,"1","C"
72,1.7619855988072,0.427212832729674,"1",1.7619855988072,0.427212832729674,0.814189449399017,"1","C"
73,3.09906520830631,-0.164869965562876,"1",3.09906520830631,-0.164869965562876,0.0654186470193096,"1","C"
74,-2.05883883146942,1.28531855505315,"3",-2.05883883146942,1.28531855505315,-0.902526123350056,"3","D"
75,-5.88188878748083,3.11581635242833,"3",-5.88188878748083,3.11581635242833,-1.18709968235022,"3","D"
76,-3.37112121683456,-0.330126319677937,"2",-3.37112121683456,-0.330126319677937,0.123436467742174,"2","D"
77,-1.98657843600921,-1.22293880872731,"2",-1.98657843600921,-1.22293880872731,0.613214947899657,"2","D"
78,-1.31497070245727,-0.215681396355072,"2",-1.31497070245727,-0.215681396355072,0.627150603145987,"2","D"
79,2.02670132593849,1.03289058914573,"1",2.02670132593849,1.03289058914573,-0.0354911242267783,"1","C"
80,-1.84446138885013,-0.639084848182956,"2",-1.84446138885013,-0.639084848182956,-0.502103132438978,"2","D"
81,-1.53671022269336,0.870782868565663,"3",-1.53671022269336,0.870782868565663,-1.9403639128513,"3","D"
82,-0.022155967709173,1.47630383013559,"1",-0.022155967709173,1.47630383013559,-2.01372026448681,"1","D"
83,0.339965161747693,-2.31984828276457,"2",0.339965161747693,-2.31984828276457,-0.956853968342397,"2","C"
84,1.39185097575933,-0.911463139643248,"1",1.39185097575933,-0.911463139643248,-0.176111482827497,"1","C"
85,0.545684770762657,-0.961989255376291,"1",0.545684770762657,-0.961989255376291,-0.501889951353949,"1","D"
86,-1.76908231128885,2.14771811133678,"3",-1.76908231128885,2.14771811133678,0.565309581971379,"3","D"
87,0.552179540338245,1.4228874302266,"1",0.552179540338245,1.4228874302266,1.39191863067425,"1","D"
88,1.64541779223301,0.361758202075474,"1",1.64541779223301,0.361758202075474,-0.368367847623533,"1","C"
89,0.590330262007631,-0.488611616052426,"1",0.590330262007631,-0.488611616052426,0.383258393593096,"1","D"
90,0.994380257793171,2.42781797796364,"1",0.994380257793171,2.42781797796364,0.626151495274245,"1","D"
91,-1.53324789186572,0.311319381031314,"2",-1.53324789186572,0.311319381031314,0.628809196914495,"2","D"
92,-0.996330944624801,-3.45833414437351,"2",-0.996330944624801,-3.45833414437351,-0.752583759821984,"2","D"
93,1.25566131307984,1.63612376996362,"1",1.25566131307984,1.63612376996362,0.586187968922239,"1","C"
94,-1.67803007779731,-1.89232126991587,"2",-1.67803007779731,-1.89232126991587,0.38505979041172,"2","D"
95,-2.56360052967469,0.34431442568557,"3",-2.56360052967469,0.34431442568557,0.344827817167881,"3","D"
96,1.76004550161259,0.307829006051411,"1",1.76004550161259,0.307829006051411,-0.357469998416188,"1","C"
97,-0.372038192001627,-1.04039439015214,"2",-0.372038192001627,-1.04039439015214,-1.30620225227514,"2","D"
98,2.59166738544813,1.50699247603034,"1",2.59166738544813,1.50699247603034,0.34839061271717,"1","C"
99,0.801782483364486,0.312376275968885,"1",0.801782483364486,0.312376275968885,0.0639238470749012,"1","C"
100,-2.00458820643679,-2.07428520904941,"2",-2.00458820643679,-2.07428520904941,0.719524689303807,"2","D"
101,0.940890253461146,1.10522622851364,"1",0.940890253461146,1.10522622851364,0.0242648539554988,"1","C"
102,1.91560012808191,-0.597949485238672,"1",1.91560012808191,-0.597949485238672,0.0104992947595362,"1","C"
103,-0.63126977551785,-1.87581650582197,"2",-0.63126977551785,-1.87581650582197,0.961368748245769,"2","D"
104,1.76514172861631,0.486732123710196,"1",1.76514172861631,0.486732123710196,0.0589267257885348,"1","D"
105,1.63934073562379,1.59978423336969,"1",1.63934073562379,1.59978423336969,0.812004752999438,"1","C"
106,1.32991344194438,-1.0034262916011,"1",1.32991344194438,-1.0034262916011,-0.384708288420851,"1","D"
107,1.21203360520392,-1.7698615758745,"1",1.21203360520392,-1.7698615758745,-2.37491668832011,"1","C"
108,2.21691289425621,-0.497978568017581,"1",2.21691289425621,-0.497978568017581,-0.307082424100412,"1","D"
109,1.4419157106442,-0.809649704722935,"1",1.4419157106442,-0.809649704722935,0.504265494882309,"1","C"
110,0.228597426316881,-0.212885849557447,"1",0.228597426316881,-0.212885849557447,1.03273623598862,"1","D"
111,0.675903988830294,2.05698044515304,"1",0.675903988830294,2.05698044515304,0.333295530900275,"1","C"
112,-0.233628934753339,-1.30735410160559,"2",-0.233628934753339,-1.30735410160559,0.278162664124361,"2","D"
113,-0.877470368515405,-0.517061607597993,"2",-0.877470368515405,-0.517061607597993,0.510907545060125,"2","D"
114,0.756580852587679,-0.245084836869356,"1",0.756580852587679,-0.245084836869356,-0.610208707226284,"1","D"
115,1.61189989284521,0.936532914809682,"1",1.61189989284521,0.936532914809682,-0.156900719555032,"1","C"
116,0.0673264966297248,2.20239102892631,"1",0.0673264966297248,2.20239102892631,-1.85954190789895,"3","C"
117,-2.20992047322073,1.48893091186682,"3",-2.20992047322073,1.48893091186682,0.449757653643903,"3","D"
118,0.156963236629047,-0.333522536879881,"1",0.156963236629047,-0.333522536879881,0.846670819157749,"1","D"
119,0.219015980067077,0.489605208240785,"1",0.219015980067077,0.489605208240785,0.794316805105231,"1","D"
120,-1.11986903369128,1.70728492191018,"3",-1.11986903369128,1.70728492191018,-0.13287894493942,"3","C"
121,-0.953694621002983,-3.54396610441916,"2",-0.953694621002983,-3.54396610441916,-0.947291563622766,"2","D"
122,2.03132804366422,-0.607106300173072,"1",2.03132804366422,-0.607106300173072,-0.304131106737462,"1","C"
123,-1.71322564669821,-1.79077732574899,"2",-1.71322564669821,-1.79077732574899,1.00406025221487,"2","D"
124,1.31328009668919,-1.34127833398652,"1",1.31328009668919,-1.34127833398652,-0.187956505854574,"1","C"
125,0.164775253820258,-0.190206183790899,"1",0.164775253820258,-0.190206183790899,0.526098808886458,"1","C"
126,-0.943323089644844,-1.7735567634065,"2",-0.943323089644844,-1.7735567634065,0.825284525270552,"2","D"
127,2.86868490041427,1.22219430260464,"1",2.86868490041427,1.22219430260464,-0.137112998307214,"1","C"
128,-3.7065265676196,-0.577527427738851,"2",-3.7065265676196,-0.577527427738851,1.66947891842733,"2","D"
129,1.29805023109984,0.217654094757162,"1",1.29805023109984,0.217654094757162,-0.937232130849783,"1","C"
130,-3.46245412709762,4.25996222165431,"3",-3.46245412709762,4.25996222165431,1.20707498268987,"3","D"
131,-1.14890596072692,-2.48760045868902,"2",-1.14890596072692,-2.48760045868902,-0.0289488165779532,"2","D"
132,0.816890417671201,0.741265717902166,"1",0.816890417671201,0.741265717902166,0.824559297665328,"1","C"
133,0.869335910745689,-1.2008709145373,"1",0.869335910745689,-1.2008709145373,0.344012246320703,"1","D"
134,1.60696938682614,1.71438666228252,"1",1.60696938682614,1.71438666228252,0.185983898236644,"1","C"
135,1.65415616786068,0.859049188466726,"1",1.65415616786068,0.859049188466726,-0.632980273707095,"1","C"
136,1.59516892472108,-0.573426815937032,"1",1.59516892472108,-0.573426815937032,0.206122791962142,"1","C"
137,0.837237999595386,0.988292750032734,"1",0.837237999595386,0.988292750032734,-1.02586793346947,"1","C"
138,-1.54271691735685,1.11788870051028,"3",-1.54271691735685,1.11788870051028,-0.294171218836196,"3","D"
139,-0.743374592593217,-1.24964656960491,"2",-0.743374592593217,-1.24964656960491,-0.0511515764115168,"2","C"
140,1.16791957684431,0.807912594967481,"1",1.16791957684431,0.807912594967481,-0.0419971391613023,"1","C"
141,1.81307227151193,0.404202569073567,"1",1.81307227151193,0.404202569073567,0.402137691145054,"1","C"
142,1.35721680227502,-0.0185285659581041,"1",1.35721680227502,-0.0185285659581041,0.574273541970416,"1","D"
143,-0.548433756602905,-0.491716432851368,"2",-0.548433756602905,-0.491716432851368,0.598488739698953,"2","D"
144,-3.83114008893763,2.31460778920893,"3",-3.83114008893763,2.31460778920893,0.175479470717147,"3","D"
145,1.26673947855408,-0.704219757038557,"1",1.26673947855408,-0.704219757038557,-0.61904285360137,"1","C"
146,1.21311913442492,0.874400828887414,"1",1.21311913442492,0.874400828887414,1.5020884501137,"1","C"
147,1.28233667214767,-1.49364497362153,"1",1.28233667214767,-1.49364497362153,-1.05971145113163,"1","C"
148,-2.62128845133652,4.0053632656607,"3",-2.62128845133652,4.0053632656607,0.61951815027756,"3","D"
149,-1.15745287541157,-1.36399314102788,"2",-1.15745287541157,-1.36399314102788,-0.0322279250793815,"2","D"
150,1.84941665559428,1.04365920785931,"1",1.84941665559428,1.04365920785931,0.99568858738129,"1","C"
151,0.998462868647175,0.526021031912456,"1",0.998462868647175,0.526021031912456,-0.0797679839321404,"1","C"
152,-1.51785672098202,-0.188255008278342,"2",-1.51785672098202,-0.188255008278342,-1.04098315017864,"2","D"
153,2.39211677774717,-0.345044621914124,"1",2.39211677774717,-0.345044621914124,-0.0905425495747359,"1","C"
154,-2.74053150058057,-3.60844499983792,"2",-2.74053150058057,-3.60844499983792,-0.811364166701665,"2","D"
155,0.333901306946742,-0.506487697984851,"1",0.333901306946742,-0.506487697984851,0.162726277161766,"1","C"
156,-3.97639972311817,0.826613237791853,"3",-3.97639972311817,0.826613237791853,0.038929602584198,"3","D"
157,1.64685985388946,1.50948390019702,"1",1.64685985388946,1.50948390019702,-1.05047800802697,"1","C"
158,0.749048145485631,0.91076073374124,"1",0.749048145485631,0.91076073374124,0.505482306411903,"1","C"
159,-0.525064293526354,-0.108261756108813,"2",-0.525064293526354,-0.108261756108813,0.693438394839367,"2","D"
160,1.38995643066777,-1.10955336436954,"1",1.38995643066777,-1.10955336436954,-0.146200852733632,"1","C"
161,1.24203899535811,1.31729383204397,"1",1.24203899535811,1.31729383204397,0.743187692358526,"1","C"
162,-1.54593146547131,-2.26084131995596,"2",-1.54593146547131,-2.26084131995596,0.342687654862173,"2","D"
163,2.15338371804063,-0.353002486339721,"1",2.15338371804063,-0.353002486339721,0.119757877367906,"1","D"
164,-2.93463760473079,-1.5553290168395,"2",-2.93463760473079,-1.5553290168395,0.857096866382904,"2","D"
165,-0.96906241463569,-1.07076773782783,"2",-0.96906241463569,-1.07076773782783,-0.223052957128517,"2","D"
166,-2.25221470750742,4.35513547343829,"3",-2.25221470750742,4.35513547343829,3.77870721388967,"3","C"
167,-0.281188528168327,-0.672352658697124,"2",-0.281188528168327,-0.672352658697124,-0.452316023739494,"2","D"
168,2.09673612431349,0.264032468792546,"1",2.09673612431349,0.264032468792546,0.600911259306666,"1","C"
169,0.818608719708978,1.10721309438134,"1",0.818608719708978,1.10721309438134,1.21739015380382,"1","D"
170,1.72838366578273,-0.023431018337342,"1",1.72838366578273,-0.023431018337342,0.667998992779601,"1","C"
171,2.30449565552798,0.361321170912992,"1",2.30449565552798,0.361321170912992,-0.121880520447138,"1","C"
172,0.817931995921447,-0.683261508245315,"1",0.817931995921447,-0.683261508245315,0.261465388889545,"1","C"
173,1.86430773002259,1.62847575839971,"1",1.86430773002259,1.62847575839971,0.331723057646873,"1","C"
174,2.33045597298942,0.438850662588038,"1",2.33045597298942,0.438850662588038,0.0413775894751778,"1","C"
175,0.754947865871261,0.443360748935381,"1",0.754947865871261,0.443360748935381,-0.330901103650266,"1","C"
176,-0.298281153099366,-0.568591591229342,"2",-0.298281153099366,-0.568591591229342,1.08807269686301,"2","D"
177,2.02996432413351,-0.233790676150716,"1",2.02996432413351,-0.233790676150716,-0.392194525137944,"1","C"
178,1.26035813815783,-0.945796451815016,"1",1.26035813815783,-0.945796451815016,-0.803720200234753,"1","C"
179,0.827305408886163,0.383997522136085,"1",0.827305408886163,0.383997522136085,0.15524755612039,"1","C"
180,0.482049098122205,0.873196607127256,"1",0.482049098122205,0.873196607127256,1.71128784840477,"1","C"
181,0.592747624336298,-1.50459258019349,"1",0.592747624336298,-1.50459258019349,0.744197958421094,"1","C"
182,1.95484090168208,0.865130422917236,"1",1.95484090168208,0.865130422917236,-1.18134820249838,"1","C"
183,2.12306560467406,1.01977908714597,"1",2.12306560467406,1.01977908714597,-0.317035613656559,"1","C"
184,-2.13982866155905,2.96852159384434,"3",-2.13982866155905,2.96852159384434,0.438932432158443,"3","D"
185,1.16548371904891,-0.924043706646624,"1",1.16548371904891,-0.924043706646624,0.212081037361985,"1","C"
186,0.1060649613494,-2.58044517388926,"2",0.1060649613494,-2.58044517388926,-0.923611075316624,"2","D"
187,-2.95122949698735,1.92025133748836,"3",-2.95122949698735,1.92025133748836,0.724052811331428,"3","D"
188,0.224221929786553,-2.04218077663196,"2",0.224221929786553,-2.04218077663196,-0.0506378424467041,"2","C"
189,0.831107482072724,0.235741812695893,"1",0.831107482072724,0.235741812695893,-0.0962265294561162,"1","C"
190,1.53762415139936,0.555362207013885,"1",1.53762415139936,0.555362207013885,-0.0122135019862218,"1","C"
191,-6.84223087876784,3.17090939533041,"3",-6.84223087876784,3.17090939533041,-2.28840822697746,"3","D"
192,1.23861287242104,-0.449287350085071,"1",1.23861287242104,-0.449287350085071,-0.214352728386543,"1","C"
193,-3.16080518899971,1.73267867534564,"3",-3.16080518899971,1.73267867534564,0.0632059558510181,"3","D"
194,2.48325581560696,0.939947374281007,"1",2.48325581560696,0.939947374281007,1.0303677365256,"1","C"
195,-0.519796833588657,0.165700201708717,"2",-0.519796833588657,0.165700201708717,1.43484195837908,"1","C"
196,0.367929658280544,-2.51306637181595,"2",0.367929658280544,-2.51306637181595,-0.0155694609409984,"2","C"
197,1.87203634527355,-0.0267028961353867,"1",1.87203634527355,-0.0267028961353867,0.728338544276106,"1","C"
198,1.2051086439258,0.930355168729495,"1",1.2051086439258,0.930355168729495,0.815868117069029,"1","C"
199,-0.177197322333186,1.16249882603213,"1",-0.177197322333186,1.16249882603213,0.810745675155919,"1","C"
200,0.514658933497681,0.953769844453963,"1",0.514658933497681,0.953769844453963,0.839766113480103,"1","C"
201,0.502857450884482,-1.05051179037706,"1",0.502857450884482,-1.05051179037706,0.452077145878725,"1","C"
202,2.3260519540485,0.4230246804426,"1",2.3260519540485,0.4230246804426,-0.765368359123533,"1","C"
203,1.66261978581709,-0.422178229718057,"1",1.66261978581709,-0.422178229718057,0.79374405281071,"1","C"
204,1.49431880911224,-1.1430149777141,"1",1.49431880911224,-1.1430149777141,-0.140108379181431,"1","D"
205,-0.567595758331675,-0.0948576530234347,"2",-0.567595758331675,-0.0948576530234347,1.40069409734476,"2","D"
206,2.22927713477909,-0.291222133323737,"1",2.22927713477909,-0.291222133323737,-1.56084133786947,"1","C"
207,0.504392683390129,-1.71530599004513,"2",0.504392683390129,-1.71530599004513,-0.546049096579515,"2","C"
208,-1.14594165638779,-1.16493581790735,"2",-1.14594165638779,-1.16493581790735,0.668799458892905,"2","D"
209,2.50070834811533,-0.0634417910705184,"1",2.50070834811533,-0.0634417910705184,0.332489906587157,"1","C"
210,1.05690866886813,0.182554957054083,"1",1.05690866886813,0.182554957054083,0.471695210123138,"1","C"
211,0.8873526660388,-1.02331471659355,"1",0.8873526660388,-1.02331471659355,0.531892709670458,"1","C"
212,1.58095209370229,-0.388940246957663,"1",1.58095209370229,-0.388940246957663,0.656472869856468,"1","C"
213,1.3251889339421,-0.147868077012093,"1",1.3251889339421,-0.147868077012093,0.343862541743548,"1","C"
214,0.186013540752867,-0.425615244823444,"1",0.186013540752867,-0.425615244823444,-0.911149721281769,"1","D"
215,-1.8273520319579,2.59866595818683,"3",-1.8273520319579,2.59866595818683,2.03080244413756,"3","D"
216,1.15437092506137,-1.44149132581857,"1",1.15437092506137,-1.44149132581857,0.0267222319442179,"1","C"
217,-2.13963762715169,1.40089948108355,"3",-2.13963762715169,1.40089948108355,0.904037641274461,"3","D"
218,2.66733042145693,1.50484067575092,"1",2.66733042145693,1.50484067575092,0.496357567321884,"1","C"
219,1.38613066253037,-0.202673934352711,"1",1.38613066253037,-0.202673934352711,1.25468326239479,"1","C"
220,-0.858874426520081,-0.0200758306465066,"2",-0.858874426520081,-0.0200758306465066,0.260486647510799,"2","D"
221,0.319660183548447,-0.0984116227701611,"1",0.319660183548447,-0.0984116227701611,-0.652624937256596,"1","C"
222,-2.00762074879603,-0.162661548182257,"2",-2.00762074879603,-0.162661548182257,0.0357528345763427,"2","D"
223,-3.49301547891044,-0.96255738403944,"2",-3.49301547891044,-0.96255738403944,0.0351442791710321,"2","D"
224,0.884622836584348,0.63168335732106,"1",0.884622836584348,0.63168335732106,1.14613928146521,"1","C"
225,1.20844675661782,0.403297135144135,"1",1.20844675661782,0.403297135144135,0.576469958552243,"1","C"
226,1.37151818368585,-0.903707222179193,"1",1.37151818368585,-0.903707222179193,0.204836097137754,"1","C"
227,0.0405743796084904,0.38914873197937,"1",0.0405743796084904,0.38914873197937,0.418685880589524,"1","D"
228,1.17043135793906,-0.776512855163542,"1",1.17043135793906,-0.776512855163542,1.40440662686301,"1","C"
229,-2.39116397278968,-2.08342806277536,"2",-2.39116397278968,-2.08342806277536,0.316415547060673,"2","D"
230,0.0877185733058609,-1.66078462081511,"2",0.0877185733058609,-1.66078462081511,1.33413593363916,"2","C"
231,-2.63855257052586,-1.23131836009478,"2",-2.63855257052586,-1.23131836009478,0.598935748566525,"2","D"
232,0.337444765978436,-0.822839337626474,"1",0.337444765978436,-0.822839337626474,0.473192781425774,"1","C"
233,-1.46521738824664,0.409641945032815,"2",-1.46521738824664,0.409641945032815,-0.141705801977877,"2","C"
234,0.254950753785104,1.37256314851793,"1",0.254950753785104,1.37256314851793,0.648967771434103,"1","C"
235,-1.7768493378141,3.84498607703796,"3",-1.7768493378141,3.84498607703796,1.29225727782744,"3","C"
236,1.12397807853007,0.664166504687361,"1",1.12397807853007,0.664166504687361,0.971161053281449,"1","C"
237,-0.17061805221121,-1.11524722508961,"2",-0.17061805221121,-1.11524722508961,0.193367698210191,"2","C"
238,0.947666603813634,-0.625186027875003,"1",0.947666603813634,-0.625186027875003,0.00829337414625562,"1","C"
239,-1.478432886806,-0.717087315457569,"2",-1.478432886806,-0.717087315457569,0.00489091032377138,"2","D"
240,1.45056193508697,-0.572951325376134,"1",1.45056193508697,-0.572951325376134,-0.225951521589859,"1","C"
241,-1.9746580673629,1.19259170156794,"3",-1.9746580673629,1.19259170156794,-0.15735576685667,"3","C"
242,-0.70212311621104,-0.241510311624377,"2",-0.70212311621104,-0.241510311624377,0.11716482773238,"2","C"
243,-2.52060313896423,-0.553097852431369,"2",-2.52060313896423,-0.553097852431369,0.241429704848168,"2","D"
244,-1.34630818351011,1.3697656163197,"3",-1.34630818351011,1.3697656163197,1.23429254093112,"3","D"
245,1.087722071042,0.338234297574616,"1",1.087722071042,0.338234297574616,-0.0342121593003424,"1","C"
246,0.330380929985381,-0.25092853868201,"1",0.330380929985381,-0.25092853868201,1.84923416445709,"1","C"
247,-2.4682041209507,3.5300114163701,"3",-2.4682041209507,3.5300114163701,1.57617853419274,"3","C"
248,1.02311535479963,0.00419323588110018,"1",1.02311535479963,0.00419323588110018,-0.41159727784922,"1","C"
249,-0.220722937526284,-1.16274679289657,"2",-0.220722937526284,-1.16274679289657,0.920973313992808,"2","C"
250,-0.227376565812533,0.0781054505294231,"1",-0.227376565812533,0.0781054505294231,0.80055853933953,"1","C"
251,1.32744020787451,-0.638376766402802,"1",1.32744020787451,-0.638376766402802,0.281183991855373,"1","C"
252,0.0181401093450669,-1.30544643756748,"2",0.0181401093450669,-1.30544643756748,-0.426274655241391,"2","C"
253,-3.2237698868026,-2.12792298434377,"2",-3.2237698868026,-2.12792298434377,-0.986724562666724,"2","C"
254,0.334596116149741,-0.121152817046588,"1",0.334596116149741,-0.121152817046588,1.06290424952712,"1","C"
255,1.42264952810111,-0.733475101169966,"1",1.42264952810111,-0.733475101169966,1.01069181392191,"1","C"
256,1.27248077057826,0.3244367155634,"1",1.27248077057826,0.3244367155634,1.3392823157144,"1","C"
257,1.68958149272146,-0.53852491668714,"1",1.68958149272146,-0.53852491668714,-0.0399879796944177,"1","C"
258,1.53441752855194,0.211348157235765,"1",1.53441752855194,0.211348157235765,0.842982271739686,"1","C"
